CPV Divisió,Descripció Divisió,CPV Grup,Descripció Grup,CPV Classe,Descripció Classe,CPV Categoria,Descripció Categoria
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212481-4,Serveis de desenvolupament de programari de vendes o màrqueting
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212482-1,Serveis de desenvolupament de programari d'intel·ligència empresarial
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212490-0,Serveis de desenvolupament de programari de contractació
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212500-4,Serveis de desenvolupament de programari de comunicació i multimèdia
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212510-7,Serveis de desenvolupament de programari de comunicació
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212511-4,Serveis de desenvolupament de programari de comunicació electrònica
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212512-1,Serveis de desenvolupament de programari de resposta interactiva de veu
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212513-8,Serveis de desenvolupament de programari de mòdem
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212514-5,Serveis de desenvolupament de programari d'accés remot
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212515-2,Serveis de desenvolupament de programari de videoconferència
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212516-9,Serveis de desenvolupament de programari d'intercanvi
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212517-6,Serveis de desenvolupament de programari de TI
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212518-3,Serveis de desenvolupament de programari d'emulació
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212519-0,Serveis de desenvolupament de programari de gestió de memòria
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212520-0,Serveis de desenvolupament de programari multimèdia
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212521-7,Serveis de desenvolupament de programari d'edició de música o so
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212522-4,Serveis de desenvolupament de programari de teclat virtual
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212600-5,Serveis de desenvolupament de programari de bases de dades i de funcionament
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212610-8,Serveis de desenvolupament de programari de bases de dades
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212620-1,Serveis de desenvolupament de programari de sistema operatiu d'ordinador central
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212630-4,Serveis de desenvolupament de programari de sistema operatiu de miniordinador
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212640-7,Serveis de desenvolupament de programari de sistema operatiu de microordinador
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212650-0,Serveis de desenvolupament de programari de sistema operatiu d'ordinador personal (PC)
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212660-3,Serveis de desenvolupament de programari de clusterització
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212670-6,Serveis de desenvolupament de programari de sistema operatiu en temps real
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212700-6,Utilitats de serveis de desenvolupament de paquets de programes
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212710-9,Serveis de desenvolupament de programari de còpia de seguretat o recuperació
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212720-2,Serveis de desenvolupament de programari de codi de barres
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212730-5,Serveis de desenvolupament de programari de seguretat
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212731-2,Serveis de desenvolupament de programari de seguretat d'arxius
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212732-9,Serveis de desenvolupament de programari de seguretat de dades
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212740-8,Serveis de desenvolupament de programari de traducció de llengües estrangeres
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212750-1,Serveis de desenvolupament de programari de càrrega de mitjans d'emmagatzematge
